ID,Unternehmen,Geschäftsführer,Branchen,Sitz,Anschrift: Straße,Anschrift: PLZ,Anschrift: City,Anschrift: Land,Stammkapital,Persönliche haftender Gesellschafter (Natürliche Person),Persönliche haftender Gesellschafter (Unternehmen),Leitende Direktoren,Liquidatoren,Gegenstand/Geschäftszweck
amtsgericht-frankfurt-am-main-hrb-125269,Popaj Transport GmbH,Etnik Popaj,Logistics,"Frankfurt am Main, DE",Hugo-Kallenbach-Straße 25,65931,Frankfurt am Main,DE,25000.00 EUR,,,,,"Spedition, Transport."
amtsgericht-hanau-hrb-97077,MH Jet Logistik GmbH,Michael Hoffmann,Logistics,"Hammersbach, DE",Langenbergheimer Straße 8,63546,Hammersbach,DE,25000.00 EUR,,,,,"die reine Vermittlung von Frachten, insbesondere im Luftfrachtverkehr, sowie die Durchführung der damit verbundenen Logistik."
amtsgericht-mannheim-hrb-735525,Wörns Auktionslogistik GmbH,Thomas Reinhold Emil Wörns,Logistics,"Mannheim, DE",Hasenackerstraße 19-25,68163,Mannheim,DE,25000.00 EUR,,,,,"Abbau von Ladeneinrichtungen und deren Vermarktung, Einlagerung + Vermietung von Lagerflächen."
amtsgericht-mannheim-hrb-721550,VTS Vulkanisier und Transportband Service GmbH,Irfan Genc,Logistics,"Karlsruhe, DE",Am Sandfeld 15a,76149,Karlsruhe,DE,25000.00 EUR,,,,,"Der Vertrieb, die Reparatur und die Montage von Gummi- und PVC-Bändern aller Art; der Vertrieb von Ersatzteilen, Zubehör und Verschleißschutzgummi aller Art."
amtsgericht-mannheim-hrb-726664,MK-Spedition GmbH,"Paul Komarek, Michael Peter Gerome",Logistics,"Karlsruhe, DE",Seydlitzstraße 15,76185,Karlsruhe,DE,25000.00 EUR,,,,,"Internationale Spedition, Umzüge In- / Ausland, Lagerungen."
amtsgericht-mannheim-hrb-731406,Nekic Transport und Bau GmbH,Martin Smit,Logistics,"Karlsruhe, DE",Unterreut 6,76135,Karlsruhe,DE,25000.00 EUR,,,,,"Dienstleistungen im Bereich Transport bis 3,5t, Abriss und Rückbau sowie Abbrucharbeiten, Bodenleger, Kabelverlegung im Hochbau (ohne Anschlussarbeiten), einfache Renovierarbeiten, auf eigene oder fremde Rechnung."
amtsgericht-mannheim-hra-707662,N+K Transporte GmbH & Co. KG,,Logistics,"Mannheim, DE",Jechtinger Weg 12,68239,Mannheim,DE,-,,N+K Verwaltungs GmbH,,,
amtsgericht-darmstadt-hrb-102246,Highway Logistics GmbH,Eyüp Kara,Logistics,"Raunheim, DE",Werrastraße 6,65479,Raunheim,DE,25000.00 EUR,,,,,Transport von Waren mit eigenen und fremden LKW und Speditionen sowie Lagerlogistik
amtsgericht-mannheim-hrb-723646,Ulusoy Transporte GmbH,Arif Arif,Logistics,"Karlsruhe, DE",Bannwaldallee 46,76185,Karlsruhe,DE,25000.00 EUR,,,,,"Logistik / Transporte über 3,5 t (Güterkraftverkehr); Autovermietung; Sprachschule, Import- Export von Textilien und Geschenkartikeln, An- und Verkauf von Kraftfahrzeugen, Gastronomie, Abbruch / Bauarbeiten / Trockenbau, Gebäudereinigung, Hausmeisterdienst, Handel mit Reinigungsmitteln und Hilfsmaterialien."
amtsgericht-aschaffenburg-hrb-11775,ALLOG Alzenau Lager & Logistik UG (haftungsbeschränkt),Roland Kilchenstein,Logistics,"Alzenau, DE",Hanauer Straße 46,63755,Alzenau,DE,3000.00 EUR,,,,,die Durchführung von Speditions- und Lagergeschäften gleich welcher Art sowie die Tätigkeit als Frachtführer im Rahmen der Genehmigungen nach dem GÜKG.
amtsgericht-mannheim-hrb-731085,SFL Transporte GmbH,Petra Müller,Logistics,"Mannheim, DE",Krügerstraße 18,68219,Mannheim,DE,25000.00 EUR,,,,,"Transporte von Tieren und Waren aller Art außer Gefahrgüter, der Handel mit gebrauchten Kraftfahrzeugen aller Art und alle damit im Zusammenhang stehenden Dienstleistungen."
amtsgericht-wetzlar-hrb-28018,HM Global Cargo Services UG (haftungsbeschränkt),Christian Machon,Logistics,"Wiesbaden, DE",Großglocknerstraße 1a,65199,Wiesbaden,DE,2000.00 EUR,,,,,"Vermittlung und Organisation von Übersee-Transporten, insbesondere Luftfracht-Importen."
amtsgericht-darmstadt-hrb-103567,Kang Express Logistics GmbH,Fraz Ahmed,Logistics,"Groß-Gerau, DE",Gernsheimer Straße 60,64521,Groß-Gerau,DE,25000.00 EUR,,,,,"Transportdienstleistungen, Fahrzeugüberführungen, Autohandel, Autoservice"
amtsgericht-darmstadt-hrb-101009,Like Transport MU GmbH,Iqbal Butt,Logistics,"Raunheim, DE",Werrastraße 6,65479,Raunheim,DE,50000.00 EUR,,,,,"Online-Handel mit Waren aller Art, insbesondere Schuhen und anderen Lederwaren, Bekleidung sowie der Transport mit eigenen und fremden Spedtionen selbst gehandelter Ware sowie Transport von Waren Dritter wie z.B. Amazon und ebay im Großraum München"
amtsgericht-mannheim-hrb-704272,Seyfried Transporte und Logistik GmbH,Roland Seyfried,Logistics,"Bühl, DE",Daimlerstr. 4,77815,Bühl,DE,27000.00 EUR,,,,,"Die Tätigkeit im Bereich von Logistik, Frachtvermittlung und Autovermietung."
amtsgericht-aschaffenburg-hrb-10659,L&S Logistik und Service GmbH,Hermann-Josef Kraemer,Logistics,"Alzenau, DE",Industriegebiet Süd A 10,63755,Alzenau,DE,25000.00 EUR,,,,,Speditionelle und logistische Leistungen einschließlich aller hiermit verbundenen Nebenleistungen
amtsgericht-aschaffenburg-hrb-14716,TiDe Spedition GmbH,Florian Görgner,Logistics,"Aschaffenburg, DE",Benzstraße 8,63741,Aschaffenburg,DE,25000.00 EUR,,,,,"1. Gegenstand des Unternehmens ist der Betrieb eines Logistikunternehmens, insbesondere im Bereich Spedition und Containerhandel. 2. Die Gesellschaft ist auch berechtigt, sich an gleichen oder ähnlichen Unternehmen zu beteiligen, solche zu erwerben, zu gründen, zu pachten oder in sonstiger Weise zu übernehmen, deren Geschäftsführung zu übernehmen, Zweigniederlassungen zu errichten sowie alle Geschäfte zu betreiben, die geeignet sind, den Gesellschaftszweck zu fördern."
amtsgericht-mannheim-hrb-361354,Betz - Logistik und Lagerhaus Gesellschaft mit beschränkter Haftung,Joachim Leonhard Betz,Logistics,"Malsch, DE",Walter-Förster-Straße 9,76316,Malsch,DE,25564.59 EUR,,,,,Der Betrieb eines Speditions- Transport- und Lagerunternehmens. Die Gesellschaft kann Zweigniederlassungen errichten und sich an anderen Unternehmen beteiligen.
amtsgericht-mainz-hrb-50864,"Sanseviero Transport, Handels und Entsorgungs GmbH",Angelina Linda Gabriela Sanseviero,Logistics,"Gau-Algesheim, DE",Otto-Hahn-Straße 7,55435,Gau-Algesheim,DE,100000.00 EUR,,,,,"Der Transport von Gütern im erlaubnispflichtigen Straßen-Güternahverkehr und Straßen- Güterfernverkehr, Entsorgung, An- und Verkauf von PKW und LKW, gewerbliche Vermietung von LKW und Baumaschinen, Nutzfahrzeug-, Pkw- sowie Ersatzteilhandel, Reparatur von PKW und LKW, Auftragsvermittlung von Transportaufträgen, Erdaushub und Abbrucharbeiten, Reifenverkauf für PKW und LKW."
amtsgericht-hanau-hrb-94063,ÖCE Transport GmbH,Nurten Agbulut,Logistics,"Nidderau, DE",Siemensstraße 48,61130,Nidderau,DE,25000.00 EUR,,,,,Güterkraftverkehr und damit zusammenhängende Dienstleistungen im Transportbereich
amtsgericht-mannheim-hrb-362606,Leipziger Logistik und Lagerhaus Südwest GmbH,"Günter Bauer, Matthias Krause",Logistics,"Ettlingen, DE",Beim Runden Plom 11,76275,Ettlingen,DE,100000.00 EUR,,,,,"1. Gegenstand des Unternehmens ist: 
- die Durchführung von speditionellen Leistungen zu Wasser, zu Lande und zur Luft, sowie per Schiene, 
- die Abfertigung von Sendungen im Import und Export,
- das Erstellen von Logistik- und Outsourcingkonzepten im Bereich der Markenartikelindustrie,
- Güternah- und Fernverkehr im Selbsteintritt sowie das Betreiben von Linienverkehren zwischen den Niederlassungen, wie auch in der Schweiz, Russland und Westeuropa,
- die Lagerung, fachgerechte Bestandsführung und Kommissionierung von Markenartikeln, insbesondere von Lebensmitteln einschließlich der Distribution,
- die Durchführung von Jumboschwerlasttransporten im In- und Ausland für die Getränke- und Automobilindustrie, 
- die gewerbliche Vermietung und Verpachtung von Grundstücken, Sachen und Einrichtungen sowie alle Geschäfte, die mit dem Gegenstand im Zusammenhang stehen, 
- die Reparatur und Herstellung von Düsseldorfer- und Europaletten, sowie der Handel mit Paletten. Dies beinhaltet den Ankauf von reparaturbedürftigen Paletten, den Tausch wie auch den Wiederverkauf, 
- Durchführung von Winterdienst und Handel mit Streusalz und Zubehör."
amtsgericht-mannheim-hrb-726696,SGME Meilen Transport UG (haftungsbeschränkt),,Logistics,"Mannheim, DE",Waldstraße 44,68305,Mannheim,DE,500.00 EUR,,,,Münir Ergin,Die Ausübung von Transportleistungen aller Art sowie die Durchführung von Umzügen und Hausmeisterleistungen.
amtsgericht-mannheim-hrb-732190,Kleeblatt GmbH,Robert Hog,Logistics,"Mannheim, DE",Kirchbergstraße 21-23,68259,Mannheim,DE,25500.00 EUR,,,,,"Die Beratung von Handelsunternehmen, speziell im Bereich e-commerce, das Erbringen von Logistikdienstleistungen, Personalmanagement  und alle hiermit im Zusammenhang stehenden Tätigkeiten."
amtsgericht-mannheim-hrb-740353,Multi Logistic Services Verwaltungs GmbH,Yancho Yakimov,Logistics,"Mannheim, DE",Dalbergstraße 28,68159,Mannheim,DE,25000.00 EUR,,,,,"Die Erbringung von Logistikdienstleistungen für andere Unternehmen und die Entwicklung und Umsetzung von Logistikkonzepten einschließlich der Erbringung aller damit im Zusammenhang stehenden Dienstleistungen, die Verwaltung eigenen Vermögens und die Beteiligung an anderen Unternehmen sowie die Übernahme der persönlichen Haftung und der Geschäftsführung bei anderen Unternehmen, insbesondere bei Kommanditgesellschaften."
amtsgericht-mannheim-hrb-738674,Parabolt GmbH,Ioan Codrea,Logistics,"Heidelberg, DE",Georg-Mechtersheimer-Straße 2,69126,Heidelberg,DE,25000.00 EUR,,,,,"- Logistik- und Vertriebsdienste; - Datennetzwerkdienste und Wartung von IT-Netzwerken und  IT Ausrüstungen; - Verkauf von Beleuchtungsgeräten und Installation von Beleuchtungsgeräten; - Verkauf von Produkten im Bereich Elektronik und IT; - Softwareerstellung (Erstellung von Computerprogrammen und -anwendungen); - Ausführung von Elektro- und Wasserinstallationen; - Durchführung von Tiefbauarbeiten, insbesondere Herstellung von Gräben; - Durchführung von Pflasterrestaurationen; - Verlegung von Erdkabeln; - Verlegung von Straßenkabeln; - Verlegung von Asphaltstraßenbelag; Herstellung von Unterführungen; - Einbau von Telekommunikationsnetzen, Glasfaserkabeln, Kupferkabeln, Koaxialkabeln für Kabelbetreiber; - Installation von drahtlosen Geräten, Satellitenschüsseln und dergleichen Faseroptikverbindungen; - Installation von Niederspannungsnetzen, Anschlüssen und dergleichen; - Elektro- und Sanitärinstallationen; - Einbau von Heizungs- und Kühlungssystemen; - Verkauf von Waren und Ausrüstungen; - Beratung und Projektmanagement im Bereich Bauwesen, Telekommunikation und Installation; - Entwurf von Telekommunikationsnetzen, elektrischen Anlagen und Installationen; -Ausführung und Gestaltung von Brandmeldeanlagen, Videoüberwachungsanlagen und Einbruchalarm, Daten- und Sprachnetzen sowie schwachen Strömungen."
amtsgericht-darmstadt-hrb-101057,Like Transport GmbH,Iqbal Butt,Logistics,"Raunheim, DE",Werrastraße 6,65479,Raunheim,DE,200000.00 EUR,,,,,"Durchführung von Transport und Kurierdiensten mit Fahrzeugen mit zulässigem Gesamtgewicht von 3,5 t."
amtsgericht-mannheim-hrb-713853,SPX-Ray Security Logistics GmbH,"Marcus Kilthau, Michael Kilthau, Tobias Bartelmeß, Markus Bartelmeß",Logistics,"Ilvesheim, DE",Dürkheimer Straße 7,68549,Ilvesheim,DE,25000.00 EUR,,,,,"Die Erbringung von Logistik- Dienstleitungen, insbesondere im Zusammenhang mit Luftfrachten."
amtsgericht-mannheim-hrb-739117,BB Container GmbH,Besim Bytyqi,Logistics,"Mannheim, DE",Weinheimer Straße 62 - 64,68309,Mannheim,DE,25000.00 EUR,,,,,"Die Containerlogistik, insbesondere logistische Dienstleistungen und Vermittlung von Transportdienstleistungen auch ohne eigenen Fuhrpark bei Containertransporten an Land, in der Luft und im See- und Binnengewässer sowie alle damit im Zusammenhang stehenden Tätigkeiten, insbesondere auch der Handel mit Containern."
amtsgericht-ludwigshafen-hrb-60950,Haaf Warehouse Logistics GmbH,Christoph Stoll,Logistics,"Römerberg, DE",Werkstraße 4,67354,Römerberg,DE,25000.00 EUR,,,,,"Die Lagerei, Distribution, Übernahme von Speditions-, Transport- und Logistikdienstleistungen."
amtsgericht-mannheim-hrb-734058,Roadlink Logistik GmbH,Muhammed Masum Eroglu,Logistics,"Mannheim, DE",Theodor-Heuss-Anlage 12,68165,Mannheim,DE,25000.00 EUR,,,,,"Die Bereitstellung von Dienstleistungen und Logistik für nationale und internationale Transportunternehmen, der Betrieb von Transport- und Umschlaglagern, die Frachtvermittlung sowie der Handel und Im- und Export von Textilien, Chemikalien, Maschinen, Elektro- und Elektronikartikeln sowie deren zolltechnische Einfuhr- und Ausfuhrabwicklung, ferner die Durchführung von Kleintransporten mit Fahrzeugen mit einem zulässigen Gesamtgewicht von bis zu 3,5 Tonnen. Erlaubnispflichtige Tätigkeiten z.B. Gefahrguttransporte werden nicht ausgeübt."
amtsgericht-mannheim-hrb-739061,ICOM transport Deutschland GmbH,Kateřina Kratochvílová,Logistics,"Mannheim, DE",Theodor-Heuss-Anlage 12,68165,Mannheim,DE,25000.00 EUR,,,,,"Die Erbringung nationaler und internationaler Transport-, Speditions und Logistikdienstleistungen
einschließlich Lagergeschäft, Kontraktlogistik sowie speditionsüblicher Dienstleistungen."
amtsgericht-mannheim-hrb-5997,Fichtel-Transport GmbH,,"Logistics, Banking","Mannheim, DE",Bromberger Baumgang 55a,68307,Mannheim,DE,50000.00 DEM,,,,Iris Fichtel,"Der Transport sowie die Montage von Büromöbeln, elektrisch bedienten und bewegten Karteischränken, Tresoren und Panzerschränken, Bankeinrichtungen wie Kassenboxen, Tresen u.ä., die Durchführung von Transporten mit Gebrauchtmöbeln u.ä. Umzugsgut, Güternahverkehr und Werkfernverkehr, An- und Verkauf von Gebrauchtmöbeln und Tresoren."
amtsgericht-mannheim-hra-702164,Alisic Transporte GmbH & Co. KG,,Logistics,"Karlsruhe, DE",Franz-Kafka-Straße 1A,76149,Karlsruhe,DE,-,,Alisic Verwaltungs GmbH,,,
amtsgericht-mannheim-hrb-729829,RTC-Transporte GmbH,Calin-Traian Ranta,Logistics,"Karlsruhe, DE",Forststraße 13,76131,Karlsruhe,DE,25000.00 EUR,,,,,Der Waren- und Gütertransport sowie die Vermittlung von Transporten und der weltweite Handel mit Getreide.
amtsgericht-aschaffenburg-hrb-12053,PASS Logistics Solutions AG,,Logistics,"Aschaffenburg, DE",Schwalbenrainweg 24,63741,Aschaffenburg,DE,91860.00 EUR,,,,,Herstellung und Vertrieb von Software-Produkten.
amtsgericht-mannheim-hrb-742194,M&P Transport und Logistik GmbH,Martin Peters,Logistics,"Mannheim, DE",Alphornstraße 30,68169,Mannheim,DE,25000.00 EUR,,,,,Der Transport und die Auslieferung von Sendungen im gesamten Bundesgebiet an Privat- und Geschäftshaushalte im Auftrag von Amazon Deutschland sowie der nationale Transport von Frachtgütern und die Vermietung von Immobilien aller Art.
amtsgericht-mannheim-hrb-742245,MALI Logistik GmbH,Mehmet Ali Eyol,Logistics,"Mannheim, DE",Rheinkaistraße 34,68159,Mannheim,DE,25000.00 EUR,,,,,"Lager, Logistik, Verpackungsmittel, Transportmittel, Vermietung sowie Beratung und Vermittlung."
amtsgericht-offenbach-hrb-54521,Aras Transport UG (haftungsbeschränkt),Karim Essam Said Elgazzar,Logistics,"Dreieich, DE",Weiherstraße 7a,63303,Dreieich,DE,2000.00 EUR,,,,,"die Durchführung von Transportdienstleistungen aller Art sowie der Handel, der Import und Export von Kraftfahrzeugen (Gebrauchtwagen und Neuwagen) sowie von Autoteilen, Ersatzteilen und Autozubehör."
amtsgericht-mannheim-hrb-701926,SMS Media GmbH,Mehmet Ali Sen,Logistics,"Mannheim, DE",Rheingoldstr. 215-217,68199,Mannheim,DE,25000.00 EUR,,,,,"Videoproduktion, Videonachbearbeitung, Hochzeits- und Konzert-Organisation, Event-Management, Vertrieb und Verkauf von verschiedenen Produkten, soweit hierzu keine behördliche Genehmigung erforderlich ist, Werbeagentur, Grafik und Design, Verlag (eigenes Magazin), Radiosender (Medien), Vermietung und Verpachtung von Wohnungen und Gewerbeobjekten, Kleintransporte mit Kraftfahrzeugen bis zu 3,5t Gesamtgewicht."
amtsgericht-mannheim-hrb-736554,YAAH Umzug und Transport UG (haftungsbeschränkt),Tariq Mehmood,Logistics,"Heidelberg, DE",Emmertsgrundpassage 5,69126,Heidelberg,DE,500.00 EUR,,,,,"Durchführung von Umzügen aller Art, der genehmigungsfreie Transport von Gütern und Waren aller Art, sowie die Personenbeförderung bis zu 9 Personen im Mietwagenverkehr sowie alle mit diesen Zwecken zusammenhängende Geschäfte."
amtsgericht-mannheim-hrb-713373,Spano Transporte GmbH,Vincenzo Spano,Logistics,"Mannheim, DE",Windmühlstrasse 2-4,68165,Mannheim,DE,25000.00 EUR,,,,,"Transporte aller Art, Lagerhaltung von Waren sowie Kommissionierung und Verteilung für Kunden, Handel mit Baustoffen und unverderblichen Waren aller Art, Im- und Export von Textilien und abgepackten Lebensmitteln"
amtsgericht-mannheim-hrb-700045,Liebherr-Transportation Systems Mannheim GmbH,Dirk Junghans,Logistics,"Mannheim, DE",Weinheimer Straße 64,68309,Mannheim,DE,500000.00 EUR,,,,,"Entwicklung, Herstellung und Vertrieb von verkehrstechnischen Anlagen und Geräten aller Art, insbesondere von Heizungs-, Lüftungs- und Klimatisierungssystemen sowie Steuerungs- und Diagnosesystemen für Schienenfahrzeuge."
amtsgericht-frankfurt-am-main-hrb-115068,Bluorbit Logistics GmbH,Fahad Nasir Khan,Logistics,"Frankfurt am Main, DE",Max-Planck-Straße 10,63303,Dreieich,DE,25000.00 EUR,,,,,"die Erbringung von Logistikdienstleistungen, insbesondere Speditions-, Luftcharter- und Kurierdienste."
amtsgericht-mannheim-hrb-718120,Camelot Management Consultants AG,,Logistics,"Mannheim, DE",Theodor-Heuss-Anlage 12,68165,Mannheim,DE,250000.00 EUR,,,,,"- die nationale und internationale Management Beratung für die Aufbau- und Ablauforganisation, 
- IT Beratungs- und Serviceleistungen mit Einführung von Standardsoftware im Bereich des Logistik-Ketten-Managements (Supply Chain Management) und des ""ElectronicCommerce"",  
- Softwareentwicklung für das  Logistik-Ketten-Management und den ""Electronic Commerce""."
amtsgericht-darmstadt-hrb-89079,Freestyle-Logistics Germany GmbH,Ingrid Wadhwani,Logistics,"Raunheim, DE",Kelsterbacher Straße 18A,65479,Raunheim,DE,75000.00 EUR,,,,,"Die Vermittlung von Kurierdienste und der weltweite Versand von Paketen sowie der Handel und Vertrieb von Verbrauchs- und Konsumgütern insbesondere mit Delikatessen, Messegütern und Textilien, soweit diese nicht genehmigungspflichtig sind"
amtsgericht-mannheim-hrb-727318,Lagerlogistik M.A. UG (haftungsbeschränkt),Mesut Aydin,Logistics,"Rauenberg, DE",Dielheimer Straße 54,69231,Rauenberg,DE,500.00 EUR,,,,,Die Erbringung von Dienstleistungen im Bereich Lagerlogistik.
amtsgericht-mannheim-hrb-721035,hwh Gesellschaft für Transport- und Unternehmensberatung mbH,Stefan Hagenlocher,Logistics,"Karlsruhe, DE",Sophienstraße 152,76135,Karlsruhe,DE,25002.00 EUR,,,,,"Die Vermarktung von Leistungen Dritter im Bereich der technischen und wirtschaftlichen Beratung von Unternehmen, Unternehmenszusammenschlüssen und sonstigen privaten und öffentlichen Interessenten rund um Transport und Logistik unter Ausschluss der Steuer- und Rechtsberatung sowie von Tätigkeiten, die von Gesetzes wegen zwingend einer Gestattung oder Zulassung bedürfen."
amtsgericht-landau-hrb-33367,TVK Gesellschaft für Transport- und Versorgungskonzepte mbH,Tobias Rickelhoff,Logistics,"Leimersheim, DE",Schubertstraße 1,76774,Leimersheim,DE,25000.00 EUR,,,,,"Beratung von Unternehmen bei der Optimierung von Produktions-/Verfahrensprozessen, Erstellung von Marktanalysen für Stoffe, die in gewerblichen Betrieben als Wert-, Roh- oder Zusatzstoffe eingesetzt werden können sowie deren Besorgung und Vermittlung an interessierte Unternehmen, Beratung bei dem Aufbau entsprechender Transportwege und -möglichkeiten für den Einsatz solcher Stoffe, Prüfung der Einsatzfähigkeit derartiger Stoffe bei Produktionsprozessen und technische Beratung und Unterstützung bei Entwicklung und Aufbau von Wegen und Möglichkeiten zur Verwertung von Rest- und/oder Wertstoffen und bei damit zusammenhängenden Genehmigungsverfahren. Ebenso unterstützt die Gesellschaft Unternehmen bei der Bewertung von Analysen und Untersuchungsergebnissen in diesem Zusammenhang."
amtsgericht-mannheim-hrb-711229,Spedition Setzer UG (haftungsbeschränkt),Angela Setzer,Logistics,"Rastatt, DE",Baldenaustr. 16,76437,Rastatt,DE,7500.00 EUR,,,,,Die Durchführung von Möbeltransporten und Umzügen.
amtsgericht-aschaffenburg-hrb-14859,DURMAZ Transport UG (haftungsbeschränkt),,Logistics,"Aschaffenburg, DE",Am Rosensee 11,63743,Aschaffenburg,DE,500.00 EUR,,,,Ibrahim Durmaz,der Kleintransport verschiedener Waren.
amtsgericht-mannheim-hrb-732627,Presse-Spedition Südwest UG (haftungsbeschränkt),Attila Károly Puppi,Logistics,"Karlsruhe, DE",Herrmann-Leichtlin-Straße 13,76185,Karlsruhe,DE,1000.00 EUR,,,,,"Pressespedition, Transport, Logistik, Kommissionierung, Handel mit Waren des täglichen Bedarfs."
amtsgericht-mannheim-hrb-701504,Transport-Betz Logistik GmbH,"Martina Betz-Weber, Thilo Lutz Levy",Logistics,"Malsch, DE",Daimlerstr. 22,76316,Malsch,DE,25000.00 EUR,,,,,Die Beratung im Zusammenhang mit Speditions-Dienstleistungen und Logistik-Dienstleistungen sowie die Übernahme von Dienstleistungen jeglicher Art in den Bereichen Logistik und Lagerhaltung. Transportdienstleistungen und Lohnverpackungsdienstleistungen sind nicht Gegenstand des Unternehmens.
amtsgericht-mannheim-hrb-733100,Max Schmidt Papierlogistik GmbH,Herbert Friedrich Jerich,Logistics,"Karlsruhe, DE",Südbeckenstraße 21,76189,Karlsruhe,DE,25000.00 EUR,,,,,"Der Betrieb einer internationalen Spedition sowie Güternah- und -fernverkehr; ferner die Lagerung und Vermittlung von Ladegut zu Lande, zu Wasser und in der Luft."
amtsgericht-aschaffenburg-hrb-6816,Keller Transport-GmbH,Angelika Keller,Logistics,"Aschaffenburg, DE",Am Ödig 19,63743,Aschaffenburg,DE,26000.00 EUR,,,,,Betrieb eines Güterkraftverkehrsunternehmens.
amtsgericht-mannheim-hrb-703655,Helmut Hanel-Consult GmbH,Helmut Hanel,Logistics,"Mannheim, DE",Hauptstraße 151,68259,Mannheim,DE,25000.00 EUR,,,,,"Die technische und betriebliche Beratung, Schulung und Begutachtung im Transportwesen."
amtsgericht-mannheim-hrb-700810,Hausmeister-Service Lang AG,,Logistics,"Mannheim, DE",Donaustraße 64 - 66,68199,Mannheim,DE,52000.00 EUR,,,,,"Hausmeister-Dienstleistungen und den darin eingeschlossenen Tätigkeiten; Reinigungs-, Garten-, Reparaturarbeiten am Haus, Grund- und Wohnbesitz; Vermittlung von Handwerker-Facharbeiten an selbständige Meisterbetriebe; Leistungen des Facility-Management; Handel mit Elektro- und Sanitärmaterial; Container-Service, Transport- und Kurierdienste; Spielplatzservice."
amtsgericht-mannheim-hrb-717057,ULAK Transport GmbH,Levent Yildiz,Logistics,"Mannheim, DE",Untermühlaustr. 69,68169,Mannheim,DE,25000.00 EUR,,,,,Die Durchführung von Transport- und Kurierdienstleistungen.
amtsgericht-mannheim-hrb-727530,O.S. Transporte GmbH,,Logistics,"Mannheim, DE",Ida-Dehmel-Ring 84,68309,Mannheim,DE,25000.00 EUR,,,,Sergej Orlow,"Die Durchführung von Transporten jeder Art, insbesondere nationaler und internationaler Verkehr, Spediteur, Frachtvermittlung, Lagerung im Rahmen der jeweils gültigen Betriebserlaubnis und der gesetzlichen Zulässigkeit sowie die Vermietung von Kraftfahrzeugen die damit zusammenhängenden Tätigkeiten."
amtsgericht-mannheim-hrb-705658,"MASA AG Logistik, Datenverarbeitung, Consulting, Maritime Safety & Communication",,Logistics,"Mannheim, DE",Wildbader Straße 7a,68239,Mannheim,DE,50000.00 EUR,,,,,"Die Erbringung aller logistischer- und Speditionsleistungen, die im Zusammenhang mit der Lagerung und dem Versand von Waren für andere stehen.

Ferner ist Gegenstand des Unternehmens der Vertrieb von Hard- und Software- und Telekommunikationslösungen sowie Erbringung allgemeiner EDV- und Telekommunikationsdienstleistungen, Anwendungsprogrammierung und Consulting.

Weiter ist Gegenstand des Unternehmens der Reedereibetrieb für Kreuz- und Ausbildungsseereisen sowie die Herstellung und der Vertrieb von nautischen und funktechnischen Geräten sowie die Einrichtung und Unterhaltung von Satelluten-/Radio - Kommunikationsverbindungen mit der Seeschiffahrt.

Die Gesellschaft kann Patente entwicklen, Lizenzen erwerben und solche vergeben und veräussern. Ebenso kann verfahren werden mit selbstentwickeltem und erworbenem Know-how."
amtsgericht-mannheim-hrb-103174,Gerlach Transport Gesellschaft mit beschränkter Haftung,"Fred Gerlach, Patrick Gerlach",Logistics,"Karlsruhe, DE",Koellestr. 39,76189,Karlsruhe,DE,26000.00 EUR,,,,,"Der Güternahverkehr, Baustellentransporte, Erdbewegungen und die Vermietung von Absetzmulden. Die Gesellschaft ist zu allen Geschäften und Maßnahmen berechtigt, die zur Erreichung des Geschäftszweckes notwendig oder nützlich erscheinen, insbesondere zur Errichtung von Zweigniederlassungen im In- und Ausland, zur Beteiligung an anderen Unternehmungen gleicher oder verwandter Art, sowie zum Abschluß von Interessengemeinschaftsverträgen."
amtsgericht-mannheim-hrb-7858,Altunok Transport GmbH,,Logistics,"Mannheim, DE",Heilsberger Str. 21,68307,Mannheim,DE,50000.00 DEM,,,,,Der Güternah- und Fernverkehr ohne Beförderung von Gefahrgut.
amtsgericht-mannheim-hrb-733622,LSA Logistics Sea & Air GmbH,Ursula Cäcilie Elisabeth Cantrup-Korporal,Logistics,"Karlsruhe, DE",Zeppelinstraße 4,76185,Karlsruhe,DE,100000.00 EUR,,,,,"Das Anbieten und die Erbringung von Dienst- , Logistik-, und Transportleistungen einer internationalen Spedition in der Luft- und Seefracht einschließlich der Vorholung bei multimodalem Transport."
amtsgericht-darmstadt-hrb-103984,Falcon Logistik UG (haftungsbeschränkt),Anna Kostova,Logistics,"Raunheim, DE",Kiefernweg 3,65479,Raunheim,DE,1500.00 EUR,,,,,Durchführung aller mit der Logistik und dem Transport zusammenhängenden Dienstleistungen
amtsgericht-darmstadt-hrb-41240,Black Logistics GmbH,"Marlen Brauer, Angela Schwarz",Logistics,"Fürth, DE",Carl-Benz-Straße 19,64658,Fürth,DE,25000.00 EUR,,,,,Die Erbringung von Dienstleistungen im Bereich der Logistik sowie Dienstleistungslogistik.
amtsgericht-mannheim-hrb-700616,ECE Internationale Transporte GmbH,Eyüp Tolukan,Logistics,"Mannheim, DE",Waldhofstr. 127,68169,Mannheim,DE,25000.00 EUR,,,,,"Die Übernahme von Transportaufträgen in Europa, die LKW-Vermietung an Selbstfahrer, Autohandel, Abschleppdienst, Import-Export von genehmigungsfreien Konsumgütern aller Art und die Vermittlung von Reisen."
