ID,Unternehmen,Geschäftsführer,Branchen,Sitz,Anschrift: Straße,Anschrift: PLZ,Anschrift: City,Anschrift: Land,Stammkapital,Persönliche haftender Gesellschafter (Natürliche Person),Persönliche haftender Gesellschafter (Unternehmen),Leitende Direktoren,Liquidatoren,Gegenstand/Geschäftszweck
amtsgericht-mannheim-hrb-737876,Durmaz Handels GmbH,Ali Durmaz,Logistics,"Mannheim, DE",Fruchtbahnhofstraße 3-15,68159,Mannheim,DE,25000.00 EUR,,,,,"Der Handel mit sowie der Im- und Export von Transportleergut und Regalen, Elektro- und Haushaltsgeräten sowie Kraftfahrzeugen und Kraftfahrzeugteilen."
amtsgericht-mannheim-hrb-736296,Lösch Lagerlogistik GmbH,Martin Lösch,Logistics,"Mannheim, DE",Abraham-Lincoln-Allee 16,68309,Mannheim,DE,25000.00 EUR,,,,,Logistikberatung und Interimsmanagement.
amtsgericht-mainz-hrb-5307,A. & M. Transport GmbH,"Michael Marbe, Victor Manuel Nunes Teixeira",Logistics,"Oppenheim, DE",Auf der Saar 10,55276,Oppenheim,DE,50000.00 DEM,,,,,"Die Durchführung und Vermittlung von nationalen und internationalen Transporten. Die Gesellschaft ist berechtigt, gleichartige oder ähnliche Unternehmen zu erwerben, sich an solchen zu beteiligen oder Zweigniederlassungen zu errichten."
amtsgericht-mannheim-hrb-723997,Yildiz Industrieservice GmbH,Erdal Yildiz,Logistics,"Mannheim, DE",Maria-Rigel-Straße 12,68307,Mannheim,DE,25000.00 EUR,,,,,"1. Wartungs-, Reparatur-, Reinigungs- und Logistikarbeiten im industriellen
                Bereich sowie ähnliche Arbeiten aller Art.
                2. Die Vornahme aller Geschäfte, welche direkt oder indirekt mit dem Vorstehenden in Zusammenhang
                stehen.
                3. Die Übernahme der Geschäftsführung fremder Unternehmen."
amtsgericht-mannheim-hrb-741782,Helix Logistik GmbH,Philipp Krebaum,Logistics,"Mannheim, DE",Augustaanlage 7-11,68165,Mannheim,DE,70000.00 EUR,,,,,"Die Durchführung von Logistikdienstleistungen, Boten- und Kurierdiensten und der Transport von Waren und Gütern aller Art sowie die Durchführung aller damit in unmittelbarem und mittelbarem Zusammenhang stehenden Geschäfte."
amtsgericht-mannheim-hra-710452,leur Transport GmbH & Co. KG,,Logistics,"Karlsruhe, DE",Wikingerstraße 16,76189,Karlsruhe,DE,-,,LEUR GmbH,,,
amtsgericht-darmstadt-hrb-99442,Müller - Die lila Logistik Groß-Gerau GmbH,Dirk Falke,Logistics,"Groß-Gerau, DE",Nordring 50 a,64521,Groß-Gerau,DE,50000.00 EUR,,,,,"die Entwicklung, Planung, Steuerung und Kontrolle von Informations- und Kommunikationstechnologien, prozessgesteuerten Logistiksystemen, parametrierbaren Logistikplattformen sowie Logistik und Dienstleistungen aller Art."
amtsgericht-mannheim-hrb-8573,Air & Sea Stecher Logistics GmbH,Dirk Stecher,Logistics,"Mannheim, DE",Im Pfeifferswörth 18,68167,Mannheim,DE,50000.00 EUR,,,,,Die Besorgung von Speditionsleistungen aller Art. Der Selbsteintritt gem. § 458 HGB ist ausgeschlossen.
amtsgericht-darmstadt-hrb-89003,CROSS-COUNTRY LOGISTICS GmbH,Ramesh Wadhwani,Logistics,"Raunheim, DE",Kelsterbacher Straße 18 A,65479,Raunheim,DE,25000.00 EUR,,,,,die Vermittlung von Kurierdiensten und der weltweite Versand von Paketen
amtsgericht-mannheim-hrb-745512,PTV Logistics GmbH,"Marco Di Matteo, Johannes Klutz, Christian Ulrich Haas",Logistics,"Karlsruhe, DE",Stumpfstraße 1,76131,Karlsruhe,DE,25002.00 EUR,,,,,"Entwicklung und Vertrieb von Software; Handel mit Software und damit zusammenhängenden weiteren Produkten (z.B. Hardware) sowie Dienstleistungen, Forschung und Consulting im Bereich des Transportwesens und im EDV- Bereich."
amtsgericht-mannheim-hrb-108582,M & M Transport GmbH,Johannes Massini,Logistics,"Karlsruhe, DE",Hermann-Müller-Würtz-Str. 12,76189,Karlsruhe,DE,25000.00 EUR,,,,,"Die Personenbeförderung mit Taxis und Mietwagen sowie die Durchführung von Kurierdiensten und der An- und Verkauf von Kraftfahrzeugen aller Art. 

Die Gesellschaft darf andere Unternehmen gleicher oder ähnlicher Art erwerben, vertreten oder sich an solchen Unternehmen beteiligen. Sie darf Zweigniederlassungen im In- und Ausland errichten. Die Gesellschaft darf alle Geschäfte vornehmen, die der Erreichung und Förderung des Gesellschaftszweckes dienlich sein können."
amtsgericht-darmstadt-hrb-100720,Nuntius Logistik UG (haftungsbeschränkt),Dimitrios Kyritsis,Logistics,"Fürth, DE",Erbacher Straße 112,64658,Fürth,DE,1000.00 EUR,,,,,"der An- und Verkauf, Import und Export sowie Transport von Personenkraftwagen, insbesondere von Unfall- und Schrottfahrzeugen."
amtsgericht-darmstadt-hrb-98004,Building Construction Logistics GmbH,Daniel Krause,Logistics,"Raunheim, DE",Am Prime-Parc 1,65479,Raunheim,DE,25000.00 EUR,,,,,"Das Baumanagement, Bauberatung und Baulogistik in allen Bereichen des Bauwesens. Genehmigungspflichtige Tätigkeiten im Zusammenhang mit der Geschäftsvermittlung werden ausgeschlossen."
amtsgericht-mannheim-hrb-105192,Spedition Vogel GmbH,Edward Robert Karle,Logistics,"Karlsruhe, DE",Am Entenfang 12,76185,Karlsruhe,DE,50000.00 DEM,,,,,"Der Betrieb einer Spedition sowie aller damit verbundenen Aufgaben und Nebengeschäfte, insbesondere die Durchführung und Vermittlung von Transporten im Güternahverkehr und Güterfernverkehr sowie Hausverwaltungen und alle Geschäfte, die der Genehmigung nach § 34 c) Gewerbeordnung bedürfen. 
Die Gesellschaft darf andere Unternehmen gleicher oder ähnlicher Art übernehmen, vertreten oder sich an solchen Unternehmen beteiligen.  Sie darf auch Zweigniederlassungen errichten."
amtsgericht-mannheim-hrb-745264,Oser Logistik GmbH,Patrick Dominik Oser,Logistics,"Baden-Baden, DE",Steinweg 10,76534,Baden-Baden,DE,25000.00 EUR,,,,,Die Durchführung von Transportdienstleistungen.
amtsgericht-darmstadt-hrb-88552,WLL Logistik und Service GmbH,"Heike Becht, Johannes Rudenko",Logistics,"Ober-Ramstadt, DE",Dr.-Robert-Murjahn-Straße 7,64372,Ober-Ramstadt,DE,25000.00 EUR,,,,,"Die Lagerung, die Kommissionierung, das Handling sowie der Versand von Waren."
amtsgericht-mannheim-hrb-733236,Kazdal Transporte GmbH,Hevva Kazdal,Logistics,"Mannheim, DE",Marie-Curie-Straße 3,68219,Mannheim,DE,25000.00 EUR,,,,,Güterkraftverkehr
amtsgericht-mannheim-hrb-727597,Vimex UG (haftungsbeschränkt),Bodo Vollmer,Logistics,"Mannheim, DE",Eugen-Bolz-Straße 16,68163,Mannheim,DE,500.00 EUR,,,,,"Herstellung, Handel, Ver- und Bearbeitung, Ein- und Ausfuhr von und mit Gebrauchsgütern in den Bereichen Industrie, Technik, Ernährung sowie Land- und Forstwirtschaft, insbesondere von und mit elektrotechnischen und elektronischen Systemen, Holz- und Papierprodukten, Textilien, Verpackungs- und Druckerzeugnissen, Rohstoffen sowie Nahrungsmitteln und Getränken; Erbringung von Dienstleistungen in den vorgenannten Feldern und den Bereichen Beratung und Logistik. Die Gesellschaft kann ferner alle Geschäfte tätigen, die dem Unternehmenszweck dienlich sind bzw. die direkt oder indirekt mit diesem in Zusammenhang stehen. Die Gesellschaft kann Zweigniederlassungen, Betriebsstätten und Tochtergesellschaften im In- und Ausland errichten, sich an Unternehmen im In- und Ausland beteiligen, Tochterunternehmen im In- und Ausland gründen, ihr eigenes Vermögen verwalten sowie Grundeigentum im In- und Ausland erwerben, belasten, verwalten und veräußern."
amtsgericht-mannheim-hrb-717419,Dold Speditions-GmbH,,Logistics,"Karlsruhe, DE",Moltkestraße 39,76133,Karlsruhe,DE,25000.00 EUR,,,,Kai Sebastian Dold,Das Befördern von Gütern aller Art.
